Rk,Player,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
,,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Column1,Column2,,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
500,Josiah Deguara,429,JAX,TE,27,15,0,0,0,0,0,0,0,0,,0,3,3,14,4.67,0,0,0,0,,,1,4.4,4.4,2.9,,101,
470,Jermar Jefferson,0,DET,RB,24,2,0,0,0,0,0,0,6,22,3.67,0,1,1,10,10,0,0,0,0,,,3,4.2,4.2,3.7,,122,
477,Ronnie Bell,297,SFO,WR,24,9,0,0,0,0,0,0,0,0,,0,6,2,22,11,0,0,0,0,,,2,4.2,4.2,3.2,,189,
463,Dalvin Cook,300,DAL,RB,29,2,0,0,0,0,0,0,8,20,2.5,0,1,1,10,10,0,0,0,0,,,3,4,4,3.5,,125,
476,Jaheim Bell,0,NWE,TE,23,15,0,0,0,0,0,0,0,0,,0,3,2,20,10,0,0,0,0,,,2,4,4,3,,99,
489,Austin Trammell,522,JAX,WR,26,1,0,0,0,0,0,0,0,0,,0,3,2,40,20,0,1,1,0,,,2,4,5,3,,192,
484,Mason Kinsey,512,TEN,WR,26,6,0,0,0,0,0,0,0,0,,0,2,2,17,8.5,0,0,0,0,,,2,3.7,3.7,2.7,,194,
528,Ian Thomas,444,CAR,TE,28,5,2,0,0,0,0,0,0,0,,0,6,3,7,2.33,0,0,0,0,,,1,3.7,3.7,2.2,,108,
471,Terrell Jennings,0,NWE,RB,23,3,0,0,0,0,0,0,13,33,2.54,0,1,0,0,,0,0,0,0,,,3,3.3,3.3,3.3,,121,
481,Anthony Gould,0,IND,WR,23,8,0,0,0,0,0,0,0,0,,0,1,1,23,23,0,0,0,0,,,2,3.3,3.3,2.8,,188,
491,Blake Watson,0,DEN,RB,25,2,0,0,0,0,0,0,4,10,2.5,0,2,1,13,13,0,0,0,0,,,2,3.3,3.3,2.8,,126,
473,Jase McClellan,0,ATL,RB,22,2,0,0,0,0,0,0,13,32,2.46,0,0,0,0,,0,0,0,0,,,3,3.2,3.2,3.2,,123,
492,Shane Zylstra,0,DET,TE,28,12,1,0,0,0,0,0,0,0,,0,1,1,22,22,0,0,0,0,,,2,3.2,3.2,2.7,,97,
507,Isaiah Hodgins,241,NYG,WR,26,3,0,0,0,0,0,0,0,0,,0,2,2,12,6,0,0,0,0,,,1,3.2,3.2,2.2,,199,
460,Rasheen Ali,0,BAL,RB,23,6,0,0,0,0,0,0,10,31,3.1,0,2,0,0,,0,0,0,0,,,3,3.1,3.1,3.1,,124,
467,Taylor Heinicke,180,LAC,QB,31,4,0,3,5,28,0,0,2,20,10,0,0,0,0,,0,0,0,0,,,3,3.1,3.1,3.1,,66,
501,Grant Dubose,0,MIA,WR,23,3,0,0,0,0,0,0,0,0,,0,4,2,11,5.5,0,0,0,0,,,1,3.1,3.1,2.1,,200,
590,James Proche,631,CLE,WR,28,9,0,0,0,0,0,0,0,0,,0,3,3,21,7,0,1,1,0,,,,3.1,4.1,1.6,,213,
525,Jack Stoll,460,2TM,TE,26,11,2,0,0,0,0,0,0,0,,0,3,2,10,5,0,0,0,0,,,1,3,3,2,,103,
529,Eric Tomlinson,0,LAC,TE,32,9,1,0,0,0,0,0,0,0,,0,4,2,9,4.5,0,0,0,0,,,1,2.9,2.9,1.9,,104,
485,MarShawn Lloyd,0,GNB,RB,23,1,0,0,0,0,0,0,6,15,2.5,0,1,1,3,3,0,0,0,0,,,2,2.8,2.8,2.3,,128,
469,Hendon Hooker,0,DET,QB,26,3,0,6,9,62,0,0,5,2,0.4,0,0,0,0,,0,0,0,0,,,3,2.7,2.7,2.7,,67,
478,Chris Blair,530,ATL,WR,27,4,0,0,0,0,0,0,0,0,,0,2,1,17,17,0,0,0,0,,,2,2.7,2.7,2.2,,193,
513,Brevin Jordan,266,HOU,TE,24,2,1,0,0,0,0,0,0,0,,0,3,2,7,3.5,0,0,0,0,,,1,2.7,2.7,1.7,,105,
486,Anthony Miller,0,BAL,WR,30,2,0,0,0,0,0,0,0,0,,0,1,1,16,16,0,0,0,0,,,2,2.6,2.6,2.1,,195,
533,Isaiah Williams,0,2TM,WR,23,8,0,0,0,0,0,0,0,0,,0,3,2,6,3,0,0,0,0,,,1,2.6,2.6,1.6,,210,
530,Casey Washington,0,ATL,WR,23,8,0,0,0,0,0,0,0,0,,0,2,1,14,14,0,0,0,0,,,1,2.4,2.4,1.9,,197,
490,Jonathan Ward,523,PIT,RB,27,4,0,0,0,0,0,0,5,22,4.4,0,0,0,0,,0,0,0,0,,,2,2.2,2.2,2.2,,127,
495,Javon Baker,0,NWE,WR,22,11,1,0,0,0,0,0,0,0,,0,4,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,198,
504,Feleipe Franks,0,CAR,TE,27,16,0,0,0,0,0,0,0,0,,0,3,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,102,
527,Trent Taylor,632,SFO,WR,30,2,0,0,0,0,0,0,0,0,,0,1,1,11,11,0,0,0,0,,,1,2.1,2.1,1.6,,203,
505,Myles Gaskin,556,MIN,RB,27,5,0,0,0,0,0,0,3,-1,-0.33,0,1,1,11,11,0,0,0,0,,,1,2,2,1.5,,130,
508,George Holani,0,SEA,RB,25,5,0,0,0,0,0,0,3,10,3.33,0,1,1,-1,-1,0,0,0,0,,,1,1.9,1.9,1.4,,131,
509,Brandon Johnson,207,PIT,WR,26,3,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,,,1,1.9,1.9,1.4,,204,
519,Kendric Pryor,0,CIN,WR,26,1,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,,,1,1.9,1.9,1.4,,205,
521,Cody Schrader,0,LAR,RB,25,1,0,0,0,0,0,0,1,3,3,0,1,1,6,6,0,0,0,0,,,1,1.9,1.9,1.4,,132,
496,Chris Collier,0,2TM,RB,24,8,0,0,0,0,0,0,5,12,2.4,0,2,1,-4,-4,0,0,0,0,,,1,1.8,1.8,1.3,,133,
487,Aaron Shampklin,0,PIT,RB,25,3,0,0,0,0,0,0,6,17,2.83,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,129,
514,Ramel Keyton,0,LVR,WR,24,8,0,0,0,0,0,0,0,0,,0,3,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,206,
523,John Samuel Shenker,0,LVR,TE,26,8,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,106,
526,Geoff Swaim,418,CLE,TE,31,8,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,107,
532,Jared Wiley,0,KAN,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,109,
497,Jaelon Darden,546,2TM,WR,25,12,1,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,207,
510,Collin Johnson,510,CHI,WR,27,9,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,208,
515,David Martin-Robinson,0,TEN,TE,25,5,2,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,110,
520,John Ross,0,PHI,WR,29,1,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,209,
494,Robbie Chosen,339,MIA,WR,31,2,0,0,0,0,0,0,0,0,,0,4,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,211,
499,Zach Davidson,0,BUF,TE,26,2,0,0,0,0,0,0,0,0,,0,2,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,111,
502,Ross Dwelley,503,ATL,TE,29,17,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,112,
503,Jody Fortson,0,KAN,TE,29,3,0,0,0,0,0,0,0,0,,0,3,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,113,
522,Tyler Scott,343,CHI,WR,23,11,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,212,
517,Nick Mullens,179,MIN,QB,29,4,0,2,2,38,0,0,3,-2,-0.67,0,0,0,0,,0,0,0,0,,,1,1.3,1.3,1.3,,68,
556,John FitzPatrick,507,GNB,TE,24,9,0,0,0,0,0,0,0,0,,0,1,1,2,2,0,0,0,0,,,,1.2,1.2,0.7,,114,
574,Marcedes Lewis,416,CHI,TE,40,17,4,0,0,0,0,0,0,0,,0,2,1,2,2,0,0,0,0,,,,1.2,1.2,0.7,,115,
512,Kameron Johnson,0,TAM,WR,22,5,0,0,0,0,0,0,2,11,5.5,0,1,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,201,
516,Tyreik McAllister,0,LVR,WR,26,3,0,0,0,0,0,0,2,11,5.5,0,0,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,202,
531,Mike White,498,BUF,QB,29,1,0,3,11,28,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,69,
567,Velus Jones Jr.,433,2TM,WR,27,3,0,0,0,0,0,0,3,11,3.67,0,1,1,8,8,0,1,1,0,,,,0.9,1.9,0.4,,246,
493,Kyle Allen,628,PIT,QB,28,1,0,1,1,19,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,0.8,0.8,0.8,,71,
511,Josh Johnson,0,BAL,QB,38,6,0,2,3,17,0,0,4,1,0.25,0,0,0,0,,0,0,0,0,,,1,0.8,0.8,0.8,,70,
606,Brycen Tremayne,0,WAS,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,-2,-2,0,0,0,0,,,,0.8,0.8,0.3,,247,
498,Tyrion Davis-Price,484,PHI,RB,24,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,134,
506,Reggie Gilliam,558,BUF,FB,27,15,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,135,
518,Chris Oladokun,0,KAN,QB,27,1,0,0,0,0,0,0,1,5,5,0,0,0,0,,0,1,0,0,,,1,0.5,0.5,0.5,,72,
524,Jarrett Stidham,289,DEN,QB,28,3,0,0,0,0,0,0,4,5,1.25,0,0,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,73,
608,Ke'Shawn Vaughn,461,SFO,RB,27,3,0,0,0,0,0,0,2,4,2,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,136,
551,Darrynton Evans,320,CHI,RB,26,5,0,0,0,0,0,0,3,3,1,0,0,0,0,,0,0,0,0,,,,0.3,0.3,0.3,,137,
541,British Brooks,0,HOU,RB,25,5,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,138,
570,Joshua Kelley,208,TEN,RB,27,3,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,139,
563,Jermaine Jackson,0,NOR,WR,24,4,0,0,0,0,0,0,1,-1,-1,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,245,
542,Jake Browning,94,CIN,QB,28,3,0,0,0,0,0,0,2,-2,-1,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,76,
604,Kyle Trask,611,TAM,QB,26,4,0,1,1,5,0,0,5,-4,-0.8,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,75,
535,Tyson Bagent,209,CHI,QB,24,4,0,2,2,11,0,0,6,-7,-1.17,0,0,0,0,,0,0,0,0,,,,-0.3,-0.3,-0.3,,77,
625,Sam Howell,77,SEA,QB,24,2,0,5,14,24,0,1,1,2,2,0,0,0,0,,0,0,0,0,,,-1,-0.8,0.2,0.2,,78,
626,Dylan Laube,0,LVR,RB,25,10,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,,,-2,-2,-1,-2,,156,
627,Steven Sims,474,2TM,WR,27,9,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,2,1,0,,,-2,-2,-1,-2,,248,
629,Clayton Tune,434,ARI,QB,25,6,0,2,2,8,0,0,7,-4,-0.57,0,0,0,0,,0,1,1,0,,,-2,-2.1,-1.1,-2.1,,79,
628,Kadarius Toney,295,CLE,WR,25,3,0,0,0,0,0,0,2,-4,-2,0,1,0,0,,0,1,1,0,,,-2,-2.4,-1.4,-2.4,,249,
630,Jha'Quan Jackson,0,TEN,WR,24,12,0,0,0,0,0,0,1,-5,-5,0,3,1,8,8,0,5,2,0,,,-4,-2.7,-0.7,-3.2,,250,
534,Maurice Alexander,0,DET,WR,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,214,
536,Brenden Bates,0,2TM,TE,25,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,116,
537,Andrew Beck,279,2TM,TE,28,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,117,
538,Braxton Berrios,272,MIA,WR,29,6,0,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,,,,,,,215,
539,Khari Blasingame,462,2TM,RB,28,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,
540,Gary Brightwell,427,CLE,RB,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,
543,Marquez Callaway,536,TAM,WR,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,216,
544,Joshua Cephus,0,JAX,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,217,
545,Irvin Charles,538,NYJ,WR,27,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,218,
546,Elijah Cooks,455,JAX,WR,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,219,
547,Baylor Cupp,0,KAN,TE,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,118,
548,Kaden Davis,0,CLE,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,220,
549,Jeff Driskel,372,WAS,QB,31,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,74,
550,Alex Erickson,277,NWE,WR,32,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,221,
552,Erik Ezukanma,487,MIA,WR,24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,222,
553,Princeton Fant,552,DAL,TE,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,119,
554,Anthony Firkser,554,2TM,TE,29,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,120,
555,Dez Fitzpatrick,555,LAC,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,223,
557,Bryce Ford-Wheaton,0,NYG,WR,24,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,224,
558,Troy Hairston,0,HOU,FB,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,142,
559,Deonte Harty,302,BAL,WR,27,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,225,
560,Parker Hesse,563,DET,TE,29,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,121,
561,Evan Hull,509,IND,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,143,
562,Keaontay Ingram,407,KAN,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,144,
564,Trishton Jackson,469,MIN,WR,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,226,
565,Jaylen Johnson,0,LAC,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,227,
566,Jakob Johnson,511,NYG,FB,30,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,145,
568,Nikola Kalinic,0,LAR,TE,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,122,
569,John Kelly,0,BAL,RB,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,146,
571,Tom Kennedy,0,DET,WR,28,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,228,
572,Ko Kieft,441,TAM,TE,26,17,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,123,
573,Zack Kuntz,578,NYJ,TE,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,124,
575,Tyler Mabry,0,SEA,TE,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,125,
576,Jordan Matthews,583,CAR,TE,32,4,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,126,
577,Tanner McLachlan,0,CIN,TE,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,127,
578,Dante Miller,0,NYG,RB,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,147,
579,Kendall Milton,0,CIN,RB,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,148,
580,James Mitchell,470,DET,TE,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,128,
581,Chris Moore,223,ARI,WR,31,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,229,
582,Chris Moore,223,WAS,WR,31,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,229,
583,Skyy Moore,270,KAN,WR,24,6,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,,,,,,230,
584,Jalen Moreno-Cropper,0,DAL,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,231,
585,Nick Muse,493,MIN,TE,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,129,
586,Thomas Odukoya,0,TEN,TE,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,130,
587,Zach Pascal,495,ARI,WR,30,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,232,
588,Jaret Patterson,0,LAC,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,149,
589,Adam Prentice,597,NOR,FB,27,17,7,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,,,,,,,150,
591,Teagan Quitoriano,472,HOU,TE,24,7,4,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,131,
592,Brenden Rice,0,LAC,WR,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,233,
593,Keilan Robinson,0,JAX,RB,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,151,
594,Justyn Ross,450,KAN,WR,25,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,234,
595,Brady Russell,603,SEA,TE,26,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,132,
596,Justin Shorter,0,LVR,TE,24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,133,
597,Brandon Smith,0,NYJ,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,235,
598,Irv Smith Jr.,361,HOU,TE,26,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,134,
599,Equanimeous St. Brown,443,NOR,WR,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,236,
600,Stephen Sullivan,381,CAR,TE,28,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,135,
601,Cody Thompson,521,TAM,WR,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,237,
602,Jake Tonges,0,SFO,TE,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,136,
603,Robert Tonyan,401,MIN,TE,30,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,137,
605,Laquon Treadwell,496,IND,WR,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,238,
607,C.J. Uzomah,392,PHI,TE,31,7,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,138,
609,Jalen Virgil,0,BUF,WR,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,239,
610,Travis Vokolek,615,ARI,TE,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,139,
611,Carlos Washington,0,ATL,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,152,
612,Montrell Washington,617,KAN,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,240,
613,Jared Wayne,0,HOU,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,241,
614,Xavier Weaver,0,ARI,WR,24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,242,
615,Jack Westover,0,NWE,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,
616,Mitchell Wilcox,446,NWE,TE,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,
617,Avery Williams,0,ATL,RB,26,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,153,
618,Brayden Willis,620,SFO,TE,25,10,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,142,
619,D.J. Williams,0,TAM,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,154,
620,Rodney Williams,622,PIT,TE,26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,143,
621,Trayveon Williams,425,CIN,RB,27,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,155,
622,Roman Wilson,0,PIT,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,243,
623,Colson Yankoff,0,WAS,TE,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,144,
624,Dareke Young,627,SEA,WR,25,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,244,
