Rk,Previous Rank,Age,FantPos,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,PPR,PosRank
511,0,38,1,6,0,2,3,17,0,0,4,1,0.25,0,0,0,0,,0,0,0,0,0.8,70
512,0,22,1,5,0,0,0,0,0,0,2,11,5.5,0,1,0,0,,0,0,0,0,1.1,201
513,266,24,1,2,1,0,0,0,0,0,0,0,,0,3,2,7,3.5,0,0,0,0,2.7,105
514,0,24,1,8,0,0,0,0,0,0,0,0,,0,3,1,7,7,0,0,0,0,1.7,206
515,0,25,1,5,2,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,1.6,110
516,0,26,1,3,0,0,0,0,0,0,2,11,5.5,0,0,0,0,,0,0,0,0,1.1,202
517,179,29,1,4,0,2,2,38,0,0,3,-2,-0.67,0,0,0,0,,0,0,0,0,1.3,68
518,0,27,1,1,0,0,0,0,0,0,1,5,5,0,0,0,0,,0,1,0,0,0.5,72
519,0,26,1,1,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,1.9,205
520,0,29,1,1,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,1.6,209
521,0,25,0,1,0,0,0,0,0,0,1,3,3,0,1,1,6,6,0,0,0,0,1.9,132
522,343,23,1,11,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,1.5,212
523,0,26,1,8,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1.7,106
524,289,28,1,3,0,0,0,0,0,0,4,5,1.25,0,0,0,0,,0,0,0,0,0.5,73
525,460,26,1,11,2,0,0,0,0,0,0,0,,0,3,2,10,5,0,0,0,0,3,103
526,418,31,1,8,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1.7,107
527,632,30,1,2,0,0,0,0,0,0,0,0,,0,1,1,11,11,0,0,0,0,2.1,203
528,444,28,1,5,2,0,0,0,0,0,0,0,,0,6,3,7,2.33,0,0,0,0,3.7,108
529,0,32,1,9,1,0,0,0,0,0,0,0,,0,4,2,9,4.5,0,0,0,0,2.9,104
530,0,23,1,8,0,0,0,0,0,0,0,0,,0,2,1,14,14,0,0,0,0,2.4,197
531,498,29,1,1,0,3,11,28,0,0,0,0,,0,0,0,0,,0,0,0,0,1.1,69
532,0,24,1,7,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1.7,109
533,0,23,1,8,0,0,0,0,0,0,0,0,,0,3,2,6,3,0,0,0,0,2.6,210
534,0,27,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,214
535,209,24,1,4,0,2,2,11,0,0,6,-7,-1.17,0,0,0,0,,0,0,0,0,-0.3,77
536,0,25,1,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,116
537,279,28,1,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,117
538,272,29,1,6,0,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,215
539,462,28,0,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,140
540,427,25,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,141
541,0,25,0,5,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,0,0,0,0.2,138
542,94,28,1,3,0,0,0,0,0,0,2,-2,-1,0,0,0,0,,0,0,0,0,-0.2,76
543,536,26,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,216
544,0,23,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,217
545,538,27,1,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,218
546,455,26,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,219
547,0,24,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,118
548,0,26,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,220
549,372,31,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,74
550,277,32,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,221
551,320,26,0,5,0,0,0,0,0,0,3,3,1,0,0,0,0,,0,0,0,0,0.3,137
552,487,24,1,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,222
553,552,25,1,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,119
554,554,29,1,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,120
555,555,27,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,223
556,507,24,1,9,0,0,0,0,0,0,0,0,,0,1,1,2,2,0,0,0,0,1.2,114
557,0,24,1,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,224
558,0,26,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,142
559,302,27,1,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,225
560,563,29,1,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,121
561,509,24,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,143
562,407,25,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,144
563,0,24,1,4,0,0,0,0,0,0,1,-1,-1,0,0,0,0,,0,0,0,0,-0.1,245
564,469,26,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,226
565,0,24,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,227
566,511,30,1,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,145
567,433,27,1,3,0,0,0,0,0,0,3,11,3.67,0,1,1,8,8,0,1,1,0,0.9,246
568,0,27,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,122
569,0,28,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,146
570,208,27,0,3,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,0,0,0,0.2,139
571,0,28,1,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,228
572,441,26,1,17,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,123
573,578,25,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,124
574,416,40,1,17,4,0,0,0,0,0,0,0,,0,2,1,2,2,0,0,0,0,1.2,115
575,0,28,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,125
576,583,32,1,4,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,126
577,0,25,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,127
578,0,25,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,147
579,0,22,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,148
580,470,25,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,128
581,223,31,1,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,229
582,223,31,1,0,0,,,,,,,,,,,,,,,,,0,,229
583,270,24,1,6,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,230
584,0,23,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,231
585,493,26,1,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,129
586,0,27,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,130
587,495,30,1,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,232
588,0,25,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,149
589,597,27,1,17,7,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,150
590,631,28,1,9,0,0,0,0,0,0,0,0,,0,3,3,21,7,0,1,1,0,3.1,213
591,472,24,1,7,4,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,131
592,0,22,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,233
593,0,24,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,151
594,450,25,1,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,234
595,603,26,1,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,132
596,0,24,1,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,133
597,0,26,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,235
598,361,26,1,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,134
599,443,28,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,236
600,381,28,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,135
601,521,28,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,237
602,0,25,1,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,136
603,401,30,1,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,137
604,611,26,1,4,0,1,1,5,0,0,5,-4,-0.8,0,0,0,0,,0,0,0,0,-0.2,75
605,496,29,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,238
606,0,25,1,2,0,0,0,0,0,0,0,0,,0,1,1,-2,-2,0,0,0,0,0.8,247
607,392,31,1,7,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,138
608,461,27,0,3,0,0,0,0,0,0,2,4,2,0,0,0,0,,0,0,0,0,0.4,136
609,0,26,1,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,239
610,615,26,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,139
611,0,26,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,152
612,617,25,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,240
613,0,24,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,241
614,0,24,1,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,242
615,0,25,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,140
616,446,28,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,141
617,0,26,0,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,153
618,620,25,1,10,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,142
619,0,24,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,154
620,622,26,1,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,143
621,425,27,0,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,155
622,0,23,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,243
623,0,24,1,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,144
624,627,25,1,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,244
625,77,24,1,2,0,5,14,24,0,1,1,2,2,0,0,0,0,,0,0,0,0,-0.8,78
626,0,25,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,-2,156
627,474,27,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,2,1,0,-2,248
628,295,25,1,3,0,0,0,0,0,0,2,-4,-2,0,1,0,0,,0,1,1,0,-2.4,249
629,434,25,1,6,0,2,2,8,0,0,7,-4,-0.57,0,0,0,0,,0,1,1,0,-2.1,79
630,0,24,1,12,0,0,0,0,0,0,1,-5,-5,0,3,1,8,8,0,5,2,0,-2.7,250
