Age,Previous Rank,FantPos,Games Played,Games Started,Cmp,Att,Yds,TD,Int,Rush Att,Rush Yds,Rush TD,Tgt,Rec,Rec Yds,Rec TD,Total TD,PPR,Rank,Player
27,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,Jermaine Jackson
25,,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,544,Jake Browning
28,279,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,545,Kyle Trask
29,272,1,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,546,Tyson Bagent
28,462,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,Sam Howell
25,427,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,Dylan Laube
26,536,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,Steven Sims
23,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,Clayton Tune
27,538,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,551,Kadarius Toney
26,455,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,Jha'Quan Jackson
24,,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,553,Maurice Alexander
26,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,Brenden Bates
31,372,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,Andrew Beck
32,277,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,Braxton Berrios
24,487,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,557,Khari Blasingame
25,552,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,Gary Brightwell
29,554,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,Marquez Callaway
27,555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,Joshua Cephus
24,,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,Irvin Charles
26,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,Elijah Cooks
27,302,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,Baylor Cupp
29,563,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,Kaden Davis
24,509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,Jeff Driskel
25,407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,Alex Erickson
26,469,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,Erik Ezukanma
24,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,Princeton Fant
30,511,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,Anthony Firkser
27,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,Dez Fitzpatrick
28,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,Bryce Ford-Wheaton
28,,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,572,Troy Hairston
26,441,3,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,Deonte Harty
25,578,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,Parker Hesse
28,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,Evan Hull
32,583,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,576,Keaontay Ingram
25,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,Trishton Jackson
25,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,Jaylen Johnson
22,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,Jakob Johnson
25,470,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,Nikola Kalinic
31,223,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,John Kelly
31,223,1,0,0,,,,,,,,,,,,,0,0,582,Tom Kennedy
24,270,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,583,Ko Kieft
23,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,Zack Kuntz
26,493,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,Tyler Mabry
27,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,Jordan Matthews
30,495,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,Tanner McLachlan
25,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,Dante Miller
27,597,4,17,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,589,Kendall Milton
24,472,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,James Mitchell
22,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,Chris Moore
24,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,Chris Moore
25,450,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,593,Skyy Moore
26,603,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,Jalen Moreno-Cropper
24,,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,Nick Muse
26,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,Thomas Odukoya
26,361,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,Zach Pascal
28,443,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,Jaret Patterson
28,381,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,599,Adam Prentice
28,521,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,Teagan Quitoriano
25,,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,Brenden Rice
30,401,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,Keilan Robinson
29,496,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,Justyn Ross
31,392,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,Brady Russell
26,,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,Justin Shorter
26,615,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,Brandon Smith
26,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,Irv Smith Jr.
25,617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,Equanimeous St. Brown
24,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,Stephen Sullivan
24,,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,610,Cody Thompson
25,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,Jake Tonges
28,446,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,Robert Tonyan
26,,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,Laquon Treadwell
25,620,3,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,614,C.J. Uzomah
24,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,Jalen Virgil
26,622,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,Travis Vokolek
27,425,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,Carlos Washington
23,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,Montrell Washington
24,,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,Jared Wayne
25,627,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,620,Xavier Weaver
24,,1,4,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,621,Jack Westover
28,94,2,3,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,-0.2,622,Mitchell Wilcox
26,611,2,4,0,1,1,5,0,0,5,-4,0,0,0,0,0,0,-0.2,623,Avery Williams
24,209,2,4,0,2,2,11,0,0,6,-7,0,0,0,0,0,0,-0.3,624,Brayden Willis
24,77,2,2,0,5,14,24,0,1,1,2,0,0,0,0,0,0,-0.8,625,D.J. Williams
25,,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,626,Rodney Williams
27,474,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,627,Trayveon Williams
25,434,2,6,0,2,2,8,0,0,7,-4,0,0,0,0,0,0,-2.1,628,Roman Wilson
25,295,1,3,0,0,0,0,0,0,2,-4,0,1,0,0,0,0,-2.4,629,Colson Yankoff
24,,1,12,0,0,0,0,0,0,1,-5,0,3,1,8,0,0,-2.7,630,Dareke Young
