Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,FantPt,PPR,PreRank
26,15,2,0,0,0,0,0,9,47,5.22,1,26,20,178,8.9,1,2,1,2,33,52.5,177
21,16,11,0,0,0,0,0,3,11,3.67,1,35,20,180,9,1,0,0,2,33,53.1,0
25,14,0,0,0,0,0,0,0,0,,0,16,12,149,12.42,3,0,0,3,33,44.9,639
24,12,1,0,0,0,0,0,36,180,5,2,8,4,26,6.5,0,0,0,2,33,36.6,358
25,13,3,0,0,0,0,0,35,185,5.29,1,12,9,84,9.33,0,1,0,1,33,41.9,0
27,8,5,0,0,0,0,0,0,0,,0,29,18,204,11.33,2,0,0,2,32,50.4,40
24,17,8,0,0,0,0,0,0,0,,0,25,20,249,12.45,1,1,0,1,31,50.9,0
32,6,4,90,167,790,4,10,7,33,4.71,1,0,0,0,,0,6,3,1,31,30.9,202
28,13,3,0,1,0,0,0,0,0,,0,25,18,250,13.89,1,0,0,1,31,49,423
26,10,1,0,0,0,0,0,1,16,16,0,20,11,224,20.36,1,1,0,1,30,41,525
25,15,14,0,0,0,0,0,0,0,,0,26,21,231,11,1,1,0,1,29,50.1,272
29,15,0,0,0,0,0,0,5,33,6.6,0,17,11,132,12,2,3,3,3,29,39.5,231
33,7,2,47,72,462,3,1,12,22,1.83,0,0,0,0,,0,1,1,0,29,28.7,518
25,13,2,0,0,0,0,0,0,0,,0,17,12,161,13.42,2,0,0,2,28,40.1,303
25,5,2,0,0,0,0,0,55,230,4.18,0,8,7,52,7.43,0,0,0,0,28,35.2,554
26,17,0,1,2,2,0,0,0,0,,0,11,7,95,13.57,3,0,0,3,28,34.6,163
23,12,0,0,0,0,0,0,54,149,2.76,0,19,12,117,9.75,0,0,0,0,27,38.6,212
31,13,3,0,0,0,0,0,3,21,7,0,37,24,213,8.88,1,1,1,1,27,51.4,564
25,4,4,0,0,0,0,0,0,0,,0,22,7,154,22,2,0,0,2,27,34.4,132
25,11,0,0,0,0,0,0,16,68,4.25,1,29,23,157,6.83,0,2,1,1,27,49.5,323
25,16,5,0,0,0,0,0,2,15,7.5,0,66,39,277,7.1,0,4,1,0,27,66.2,404
28,17,3,0,0,0,0,0,24,99,4.13,1,13,9,30,3.33,1,0,0,2,27,35.9,488
29,7,6,0,0,0,0,0,0,0,,0,34,24,244,10.17,0,0,0,0,26,50.4,317
25,15,0,0,0,0,0,0,56,169,3.02,0,16,10,77,7.7,0,0,0,0,25,34.6,321
22,9,2,0,0,0,0,0,41,167,4.07,1,4,3,26,8.67,0,0,0,1,25,28.3,0
27,5,5,0,0,0,0,0,0,0,,0,17,16,193,12.06,1,0,0,1,25,41.3,377
27,5,3,61,94,526,3,6,2,13,6.5,0,0,0,0,,0,1,0,0,24,24.3,649
36,2,1,27,42,338,3,0,2,3,1.5,0,0,0,0,,0,1,1,0,24,23.8,221
24,16,1,1,1,1,0,0,0,0,,0,23,15,175,11.67,1,0,0,1,24,38.5,657
28,5,1,30,47,422,3,1,9,-8,-0.89,0,0,0,0,,0,1,1,0,24,24.1,0
22,8,1,0,0,0,0,0,0,0,,0,6,5,116,23.2,2,0,0,2,24,28.6,0
23,10,5,0,0,0,0,0,0,0,,0,17,12,117,9.75,2,0,0,2,24,35.7,0
28,17,4,0,0,0,0,0,0,0,,0,19,16,165,10.31,1,0,0,1,23,38.5,408
27,17,0,0,0,0,0,0,33,140,4.24,0,7,6,29,4.83,1,0,0,1,23,28.9,372
29,9,6,0,0,0,0,0,0,0,,0,25,16,173,10.81,1,0,0,1,23,39.3,296
29,13,0,0,0,0,0,0,12,62,5.17,0,20,13,107,8.23,1,0,0,1,23,35.9,140
36,4,3,0,0,0,0,0,38,98,2.58,2,4,4,8,2,0,1,0,2,23,26.6,116
21,14,2,0,0,0,0,0,6,39,6.5,0,23,10,135,13.5,1,0,0,1,23,33.4,0
27,15,7,0,0,0,0,0,0,0,,0,37,25,230,9.2,0,0,0,0,23,48,628
29,14,5,0,1,0,0,0,4,17,4.25,0,39,25,213,8.52,0,0,0,0,23,48,0
22,9,0,0,0,0,0,0,34,118,3.47,1,7,6,42,7,0,0,0,1,22,28,0
24,6,3,0,0,0,0,0,0,0,,0,20,10,162,16.2,1,0,0,1,22,32.2,426
27,8,5,0,0,0,0,0,0,0,,0,17,11,96,8.73,2,0,0,2,22,32.6,545
21,7,0,0,0,0,0,0,15,74,4.93,2,5,4,23,5.75,0,0,0,2,22,25.7,0
28,6,0,0,0,0,0,0,1,-3,-3,0,18,11,167,15.18,1,0,0,1,22,33.4,182
28,8,3,0,0,0,0,0,1,1,1,1,18,12,84,7,1,0,0,2,21,32.5,151
37,17,17,0,0,0,0,0,0,0,,0,28,23,214,9.3,0,1,0,0,21,44.4,301
23,6,1,36,62,411,2,3,12,27,2.25,0,0,0,0,,0,3,1,0,21,21.1,0
28,7,3,0,0,0,0,0,33,125,3.79,1,5,3,10,3.33,0,0,0,1,20,22.5,150
27,17,9,0,0,0,0,0,0,0,,0,21,14,135,9.64,1,0,0,1,20,33.5,311
27,17,1,0,0,0,0,0,18,118,6.56,1,10,7,60,8.57,0,2,2,1,20,26.8,0
25,14,0,0,0,0,0,0,0,0,,0,20,16,202,12.63,0,0,0,0,20,36.2,553
25,5,5,0,0,0,0,0,3,9,3,1,28,15,129,8.6,0,0,0,1,20,34.8,63
23,11,0,0,0,0,0,0,13,61,4.69,0,5,4,9,2.25,0,0,0,2,19,23,0
25,17,13,0,0,0,0,0,0,0,,0,30,18,188,10.44,0,0,0,0,19,36.8,337
28,7,2,0,0,0,0,0,0,0,,0,15,9,133,14.78,1,0,0,1,19,28.3,376
29,3,0,0,0,0,0,0,10,38,3.8,1,14,12,94,7.83,0,0,0,1,19,31.2,190
29,13,3,0,0,0,0,0,1,3,3,0,33,24,214,8.92,0,2,2,0,18,41.7,238
25,13,1,0,0,0,0,0,0,0,,0,25,16,184,11.5,0,0,0,0,18,34.4,371
24,10,0,0,0,0,0,0,4,59,14.75,0,20,10,64,6.4,1,0,0,1,18,28.3,0
26,16,1,0,0,0,0,0,0,0,,0,27,13,157,12.08,0,0,0,0,18,30.7,348
26,2,1,35,58,277,1,1,5,53,10.6,0,0,0,0,,0,1,0,0,18,18.4,356
32,8,0,0,0,0,0,0,0,0,,0,24,15,177,11.8,0,0,0,0,18,32.7,312
32,1,1,24,35,250,1,0,4,8,2,0,0,0,0,,0,1,0,0,17,16.8,127
26,6,0,0,0,0,0,0,0,0,,0,5,5,47,9.4,2,0,0,2,17,21.7,0
25,17,12,0,0,0,0,0,0,0,,0,25,19,167,8.79,0,0,0,0,17,35.7,594
24,11,4,0,0,0,0,0,54,142,2.63,0,8,5,29,5.8,0,0,0,0,17,22.1,546
25,4,0,0,0,0,0,0,26,101,3.88,1,3,2,9,4.5,0,0,0,1,17,19,506
27,5,0,0,0,0,0,0,17,79,4.65,1,6,4,28,7,0,0,0,1,17,20.7,560
22,15,6,0,0,0,0,0,1,-4,-4,0,25,12,165,13.75,0,0,0,0,16,28.1,0
28,17,8,0,0,0,0,0,7,34,4.86,0,18,17,125,7.35,0,0,0,0,16,32.9,347
24,12,4,0,0,0,0,0,0,0,,0,22,12,184,15.33,0,1,1,0,16,28.4,258
27,7,3,0,0,0,0,0,2,-2,-1,0,19,9,160,17.78,0,0,0,0,16,24.8,314
21,13,3,0,0,0,0,0,0,0,,0,30,17,138,8.12,0,0,0,0,16,32.8,0
25,8,0,0,0,0,0,0,21,105,5,1,6,4,12,3,0,1,1,1,16,19.7,618
24,3,1,0,0,0,0,0,0,0,,0,8,4,42,10.5,2,0,0,2,16,20.2,644
27,15,12,0,0,0,0,0,0,0,,0,34,23,171,7.43,0,1,1,0,15,38.1,302
25,9,3,0,0,0,0,0,2,1,0.5,0,12,10,85,8.5,1,0,0,1,15,24.6,361
28,10,0,1,2,4,0,0,13,87,6.69,1,0,0,0,,0,1,0,1,15,14.9,315
26,3,0,1,1,16,0,0,0,0,,0,16,10,87,8.7,1,1,0,1,15,25.3,405
22,12,0,0,0,0,0,0,36,87,2.42,1,2,1,-1,-1,0,0,0,1,15,15.6,0
25,17,1,0,0,0,0,0,0,0,,0,20,9,87,9.67,1,0,0,1,15,23.7,473
23,5,0,0,0,0,0,0,19,37,1.95,2,4,4,8,2,0,1,1,2,15,18.5,417
23,9,0,0,0,0,0,0,23,89,3.87,1,2,2,3,1.5,0,0,0,1,15,17.2,0
29,6,1,17,34,149,2,0,7,-1,-0.14,0,0,0,0,,0,1,0,0,14,13.9,232
24,7,0,0,0,0,0,0,0,0,,0,3,2,21,10.5,2,0,0,2,14,16.1,0
24,9,0,0,0,0,0,0,2,43,21.5,1,9,5,38,7.6,0,0,0,1,14,19.1,178
28,14,3,0,0,0,0,0,15,44,2.93,0,26,16,95,5.94,0,0,0,0,14,29.9,395
26,5,1,36,66,362,1,3,7,13,1.86,0,0,0,0,,0,3,1,0,14,13.8,437
27,8,0,0,0,0,0,0,28,104,3.71,0,3,1,21,21,0,0,0,0,13,13.5,107
29,17,10,0,0,0,0,0,0,0,,0,9,6,71,11.83,1,0,0,1,13,19.1,471
29,1,1,22,36,189,1,0,2,14,7,0,0,0,0,,0,0,0,0,13,13,0
24,11,3,0,0,0,0,0,0,0,,0,23,8,133,16.63,0,0,0,0,13,21.3,270
27,13,11,0,0,0,0,0,2,4,2,0,13,8,63,7.88,1,0,0,1,13,20.7,0
24,14,1,0,0,0,0,0,0,0,,0,20,11,133,12.09,0,0,0,0,13,24.3,0
34,16,6,0,0,0,0,0,0,0,,0,11,9,65,7.22,1,0,0,1,13,21.5,375
29,13,4,0,0,0,0,0,1,1,1,0,23,6,68,11.33,1,0,0,1,13,18.9,340
29,16,0,0,0,0,0,0,8,26,3.25,1,3,3,31,10.33,0,0,0,1,12,14.7,466
28,7,2,0,0,0,0,0,0,0,,0,14,9,55,6.11,1,0,0,1,12,20.5,259
36,5,0,9,11,227,1,0,11,-8,-0.73,0,0,0,0,,0,0,0,0,12,12.3,515
27,14,9,0,0,0,0,0,0,0,,0,8,7,62,8.86,1,0,0,1,12,19.2,322
24,10,0,0,0,0,0,0,33,102,3.09,0,6,5,38,7.6,0,1,1,0,12,17,213
25,12,0,1,1,75,1,0,0,0,,0,10,6,54,9,0,0,0,0,12,18.4,0
28,16,13,0,0,0,0,0,0,0,,0,5,5,47,9.4,1,0,0,1,11,15.7,563
28,6,0,0,0,0,0,0,1,0,0,0,14,7,110,15.71,0,0,0,0,11,18,0
26,17,2,0,0,0,0,0,0,0,,0,5,4,51,12.75,1,0,0,1,11,15.1,290
24,4,0,0,0,0,0,0,0,0,,0,8,5,49,9.8,1,0,0,1,11,15.9,0
23,3,2,27,60,210,1,3,8,65,8.13,0,0,0,0,,0,2,1,0,11,10.9,0
23,17,0,0,0,0,0,0,0,0,,0,15,11,106,9.64,0,0,0,0,11,21.6,0
24,12,1,0,0,0,0,0,0,0,,0,21,11,105,9.55,0,0,0,0,11,21.5,261
25,6,0,0,0,0,0,0,28,101,3.61,0,5,2,8,4,0,0,0,0,11,12.9,458
28,10,0,0,0,0,0,0,9,40,4.44,0,14,12,72,6,0,0,0,0,11,23.2,288
27,17,4,0,0,0,0,0,0,0,,0,12,8,47,5.88,1,0,0,1,11,18.7,526
27,12,7,0,0,0,0,0,0,0,,0,16,12,110,9.17,0,0,0,0,11,23,284
24,12,3,0,0,0,0,0,1,-1,-1,0,17,8,113,14.13,0,0,0,0,11,19.2,364
23,17,0,0,0,0,0,0,36,98,2.72,0,4,2,13,6.5,0,0,0,0,11,13.1,194
25,13,2,0,0,0,0,0,3,14,4.67,0,17,9,98,10.89,0,0,0,0,11,20.2,357
25,2,0,0,0,0,0,0,15,80,5.33,0,4,3,16,5.33,0,0,0,0,10,12.6,0
30,16,5,0,0,0,0,0,4,10,2.5,0,13,9,87,9.67,0,0,0,0,10,18.7,409
24,8,2,0,0,0,0,0,0,0,,0,22,10,103,10.3,0,0,0,0,10,20.3,0
22,16,1,0,0,0,0,0,0,0,,0,10,7,36,5.14,1,0,0,1,10,16.6,0
25,16,5,0,0,0,0,0,0,0,,0,7,4,40,10,1,0,0,1,10,14,252
34,5,1,0,0,0,0,0,0,0,,0,8,4,41,10.25,1,0,0,1,10,14.1,402
26,1,1,20,30,147,1,0,0,0,,0,0,0,0,,0,0,0,0,10,9.9,109
23,6,0,0,0,0,0,0,1,-3,-3,0,11,6,104,17.33,0,0,0,0,10,16.1,0
26,13,3,0,0,0,0,0,0,0,,0,12,9,44,4.89,1,1,0,1,10,19.4,0
24,7,0,0,0,0,0,0,0,0,,0,4,3,39,13,1,0,0,1,10,12.9,384
26,4,0,0,0,0,0,0,2,15,7.5,0,5,2,15,7.5,1,0,0,1,9,11,346
30,12,7,0,0,0,0,0,0,0,,0,14,5,32,6.4,1,0,0,1,9,14.2,0
24,3,0,0,0,0,0,0,4,29,7.25,1,0,0,0,,0,0,0,1,9,8.9,0
22,9,0,0,0,0,0,0,13,31,2.38,1,0,0,0,,0,0,0,1,9,9.1,0
28,13,3,0,0,0,0,0,2,0,0,1,4,3,9,3,0,0,0,1,9,11.9,517
24,9,2,0,0,0,0,0,0,0,,0,6,4,27,6.75,1,0,0,1,9,12.7,608
27,3,1,0,0,0,0,0,0,0,,0,12,6,25,4.17,1,0,0,1,9,14.5,208
29,17,8,0,0,0,0,0,9,31,3.44,0,10,9,56,6.22,0,0,0,0,9,17.7,450
25,2,0,12,19,120,1,0,2,11,5.5,0,0,0,0,,0,1,1,0,8,7.9,248
27,11,2,0,0,0,0,0,5,21,4.2,0,1,1,1,1,1,0,0,1,8,9.2,493
30,1,1,20,31,194,0,0,0,0,,0,0,0,0,,0,1,0,0,8,7.8,382
24,9,3,0,0,0,0,0,0,0,,0,7,3,22,7.33,1,0,0,1,8,11.2,0
26,8,3,0,0,0,0,0,0,0,,0,6,3,17,5.67,1,0,0,1,8,10.7,615
23,8,0,0,0,0,0,0,0,0,,0,4,2,21,10.5,1,0,0,1,8,10.1,621
25,17,8,0,0,0,0,0,0,0,,0,15,11,81,7.36,0,0,0,0,8,19.1,266
27,6,0,6,8,43,0,1,13,24,1.85,1,0,0,0,,0,0,0,1,8,8.1,90
24,8,3,0,0,0,0,0,1,7,7,0,16,6,71,11.83,0,0,0,0,8,13.8,216
22,3,2,0,0,0,0,0,0,0,,0,10,5,74,14.8,0,0,0,0,7,12.4,206
24,14,1,0,0,0,0,0,0,0,,0,15,9,66,7.33,0,1,0,0,7,15.6,0
33,16,0,0,0,0,0,0,3,19,6.33,0,2,1,35,35,0,3,2,1,7,8.4,0
27,4,0,0,0,0,0,0,3,5,1.67,0,2,2,7,3.5,1,0,0,1,7,9.2,633
24,13,0,0,0,0,0,0,9,33,3.67,0,4,3,34,11.33,0,0,0,0,7,9.7,453
28,15,0,0,0,0,0,0,0,0,,0,15,10,68,6.8,0,2,0,0,7,16.8,656
28,6,1,0,0,0,0,0,1,6,6,0,6,4,51,12.75,0,0,0,0,6,9.7,420
26,8,0,0,0,0,0,0,4,35,8.75,0,2,2,22,11,0,0,0,0,6,7.7,392
25,5,0,0,0,0,0,0,0,0,,0,4,4,64,16,0,0,0,0,6,10.4,454
29,17,0,0,0,0,0,0,0,0,,0,4,3,55,18.33,0,0,0,0,6,8.5,410
24,15,4,0,0,0,0,0,0,0,,0,11,7,56,8,0,1,0,0,6,12.6,0
25,17,0,0,0,0,0,0,0,0,,0,12,7,59,8.43,0,0,0,0,6,12.9,514
22,13,1,0,0,0,0,0,1,1,1,0,14,9,83,9.22,0,1,1,0,6,15.4,0
26,2,1,0,0,0,0,0,0,0,,0,4,3,56,18.67,0,0,0,0,6,8.6,613
26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,1,6,6,354
22,16,1,0,0,0,0,0,1,11,11,0,8,4,45,11.25,0,2,0,0,6,9.6,0
26,1,0,0,0,0,0,0,1,4,4,1,0,0,0,,0,0,0,1,6,6.4,264
24,5,0,0,0,0,0,0,15,51,3.4,0,2,1,4,4,0,0,0,0,6,6.5,369
22,9,0,0,0,0,0,0,1,11,11,0,12,6,43,7.17,0,0,0,0,5,11.4,0
27,2,0,0,0,0,0,0,0,0,,0,8,4,26,6.5,0,0,0,0,5,8.6,66
23,1,0,0,0,0,0,0,13,51,3.92,0,1,0,0,,0,0,0,0,5,5.1,516
22,11,4,0,0,0,0,0,0,0,,0,8,6,45,7.5,0,0,0,0,5,10.5,0
27,3,0,0,0,0,0,0,5,25,5,0,5,4,22,5.5,0,0,0,0,5,8.7,630
25,2,0,0,0,0,0,0,0,0,,0,5,5,48,9.6,0,0,0,0,5,9.8,309
27,12,1,0,0,0,0,0,0,0,,0,11,5,52,10.4,0,0,0,0,5,10.2,366
24,17,3,0,0,0,0,0,0,0,,0,6,5,52,10.4,0,0,0,0,5,10.2,491
25,16,2,0,0,0,0,0,0,0,,0,5,2,36,18,0,0,0,0,4,5.6,359
26,17,0,0,0,0,0,0,12,36,3,0,7,2,8,4,0,0,0,0,4,6.4,192
26,11,2,0,0,0,0,0,0,0,,0,7,4,37,9.25,0,1,0,0,4,7.7,0
26,8,0,0,0,0,0,0,1,3,3,0,11,4,33,8.25,0,0,0,0,4,7.6,445
24,14,0,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,0,0,0,4,7.5,590
23,5,2,0,0,0,0,0,1,24,24,0,3,3,15,5,0,0,0,0,4,6.9,0
35,9,5,0,0,0,0,0,0,0,,0,5,4,43,10.75,0,0,0,0,4,8.3,220
27,13,6,0,0,0,0,0,0,0,,0,4,4,39,9.75,0,1,0,0,4,7.9,597
26,8,1,0,0,0,0,0,0,0,,0,6,5,43,8.6,0,0,0,0,4,9.3,0
27,17,6,0,0,0,0,0,0,0,,0,5,4,43,10.75,0,0,0,0,4,8.3,421
25,3,0,0,0,0,0,0,0,0,,0,6,3,36,12,0,0,0,0,4,6.6,0
25,16,0,0,0,0,0,0,1,9,9,0,3,2,31,15.5,0,3,0,0,4,6,0
25,5,1,0,0,0,0,0,4,11,2.75,0,9,6,27,4.5,0,0,0,0,4,9.8,67
29,9,0,0,0,0,0,0,0,0,,0,8,4,38,9.5,0,0,0,0,4,7.8,203
27,4,0,0,0,0,0,0,0,0,,0,3,2,41,20.5,0,0,0,0,4,6.1,435
26,12,7,0,0,0,0,0,0,0,,0,5,3,35,11.67,0,0,0,0,4,6.5,558
29,6,1,0,0,0,0,0,0,0,,0,5,1,38,38,0,0,0,0,4,4.8,643
25,7,0,0,0,0,0,0,0,0,,0,13,8,58,7.25,0,2,1,0,4,11.8,648
23,9,0,0,0,0,0,0,0,0,,0,3,2,36,18,0,0,0,0,4,5.6,0
25,16,0,0,0,0,0,0,0,0,,0,9,4,25,6.25,0,0,0,0,3,6.5,387
29,12,0,0,0,0,0,0,0,0,,0,2,2,29,14.5,0,0,0,0,3,4.9,494
24,10,2,0,0,0,0,0,0,0,,0,4,2,34,17,0,0,0,0,3,5.4,429
24,16,5,0,0,0,0,0,3,3,1,0,5,3,23,7.67,0,0,0,0,3,5.6,439
36,4,0,11,16,82,0,0,8,0,0,0,0,0,0,,0,2,0,0,3,3.3,324
23,8,0,0,0,0,0,0,10,24,2.4,0,2,1,5,5,0,0,0,0,3,3.9,0
28,3,1,0,0,0,0,0,0,0,,0,7,4,33,8.25,0,0,0,0,3,7.3,543
24,5,0,0,0,0,0,0,0,0,,0,6,3,31,10.33,0,0,0,0,3,6.1,0
26,7,0,0,0,0,0,0,0,0,,0,5,2,34,17,0,0,0,0,3,5.4,544
29,15,2,0,0,0,0,0,0,0,,0,6,2,28,14,0,0,0,0,3,4.8,441
24,10,1,0,0,0,0,0,3,8,2.67,0,3,3,17,5.67,0,0,0,0,3,5.5,383
22,14,1,0,0,0,0,0,0,0,,0,8,5,33,6.6,0,0,0,0,3,8.3,522
23,4,0,0,0,0,0,0,8,31,3.88,0,0,0,0,,0,0,0,0,3,3.1,256
24,9,4,0,0,0,0,0,0,0,,0,3,3,33,11,0,0,0,0,3,6.3,415
27,17,4,0,0,0,0,0,0,0,,0,3,3,31,10.33,0,0,0,0,3,6.1,557
24,6,0,0,0,0,0,0,0,0,,0,3,2,26,13,0,0,0,0,3,4.6,0
27,14,0,0,0,0,0,0,4,16,4,0,2,2,12,6,0,0,0,0,3,4.8,529
23,15,0,0,0,0,0,0,0,0,,0,6,5,33,6.6,0,0,0,0,3,8.3,0
21,2,1,0,0,0,0,0,0,0,,0,1,1,34,34,0,0,0,0,3,4.4,0
25,4,0,0,0,0,0,0,0,0,,0,7,3,34,11.33,0,0,0,0,3,6.4,0
25,9,1,0,0,0,0,0,0,0,,0,1,1,20,20,0,0,0,0,2,3,0
28,2,0,2,2,33,0,0,1,2,2,0,0,0,0,,0,0,0,0,2,1.5,226
25,4,0,0,0,0,0,0,1,4,4,0,2,2,12,6,0,0,0,0,2,3.6,378
23,1,1,12,20,135,0,2,3,6,2,0,0,0,0,,0,0,0,0,2,2,0
26,16,1,0,0,0,0,0,0,0,,0,2,2,16,8,0,0,0,0,2,3.6,468
25,2,1,0,0,0,0,0,0,0,,0,3,1,17,17,0,0,0,0,2,2.7,0
23,1,0,0,0,0,0,0,2,7,3.5,0,2,2,11,5.5,0,0,0,0,2,3.8,388
32,6,0,7,11,67,0,0,9,-7,-0.78,0,0,0,0,,0,0,0,0,2,2,381
25,10,0,0,0,0,0,0,0,0,,0,5,2,16,8,0,0,0,0,2,3.6,207
26,16,0,0,0,0,0,0,0,0,,0,5,2,24,12,0,0,0,0,2,4.4,547
27,3,0,0,0,0,0,0,0,0,,0,7,3,17,5.67,0,0,0,0,2,4.7,548
26,6,0,0,0,0,0,0,1,4,4,0,3,3,17,5.67,0,0,0,0,2,5.1,403
29,1,1,0,0,0,0,0,2,20,10,0,0,0,0,,0,0,0,0,2,2,159
22,3,1,0,0,0,0,0,0,0,,0,5,2,23,11.5,0,0,0,0,2,4.3,0
24,3,0,0,0,0,0,0,6,13,2.17,0,3,2,9,4.5,0,0,0,0,2,4.2,524
24,7,3,0,0,0,0,0,3,5,1.67,0,3,3,16,5.33,0,0,0,0,2,5.1,0
25,1,0,0,0,0,0,0,1,9,9,0,2,2,6,3,0,0,0,0,2,3.5,0
25,3,0,0,0,0,0,0,5,9,1.8,0,4,3,14,4.67,0,0,0,0,2,5.3,448
25,4,1,0,0,0,0,0,0,0,,0,6,2,17,8.5,0,0,0,0,2,3.7,0
23,16,5,0,0,0,0,0,0,0,,0,5,4,22,5.5,0,0,0,0,2,6.2,0
26,2,0,6,9,36,0,0,3,6,2,0,0,0,0,,0,1,0,0,2,2,444
22,17,1,0,0,0,0,0,0,0,,0,6,2,23,11.5,0,0,0,0,2,4.3,0
29,17,4,0,0,0,0,0,1,1,1,0,3,3,15,5,0,0,0,0,2,4.6,641
25,15,1,0,0,0,0,0,0,0,,0,5,3,16,5.33,0,0,0,0,2,4.6,0
22,1,0,0,0,0,0,0,5,3,0.6,0,3,3,10,3.33,0,0,0,0,1,4.3,143
23,1,0,0,0,0,0,0,0,0,,0,2,1,10,10,0,0,0,0,1,2,0
26,1,0,0,0,0,0,0,1,6,6,0,0,0,0,,0,1,0,0,1,0.6,508
25,8,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,1,1.6,230
22,13,0,0,0,0,0,0,1,4,4,0,1,1,6,6,0,0,0,0,1,2,0
31,5,1,0,0,0,0,0,0,0,,0,2,2,13,6.5,0,0,0,0,1,3.3,534
24,2,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,1,1.5,223
24,12,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,1,0.7,0
24,10,0,0,0,0,0,0,0,0,,0,4,1,14,14,0,0,0,0,1,2.4,0
23,3,0,0,0,0,0,0,3,9,3,0,0,0,0,,0,0,0,0,1,0.9,0
39,1,1,3,6,13,0,0,1,2,2,0,0,0,0,,0,1,0,0,1,0.7,91
23,10,0,0,0,0,0,0,2,5,2.5,0,0,0,0,,0,0,0,0,1,0.5,0
28,2,0,0,0,0,0,0,0,0,,0,1,1,10,10,0,0,0,0,1,2,255
30,14,4,0,0,0,0,0,0,0,,0,6,3,10,3.33,0,0,0,0,1,4,469
24,5,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,1,1.9,603
25,10,0,0,0,0,0,0,5,11,2.2,0,0,0,0,,0,0,0,0,1,1.1,447
25,8,0,0,0,0,0,0,0,0,,0,1,1,13,13,0,0,0,0,1,2.3,278
25,4,0,0,0,0,0,0,2,13,6.5,0,0,0,0,,0,0,0,0,1,1.3,0
29,2,0,0,0,0,0,0,0,0,,0,2,1,7,7,0,0,0,0,1,1.7,520
23,7,2,0,0,0,0,0,0,0,,0,3,1,8,8,0,0,0,0,1,1.8,0
23,2,0,0,0,0,0,0,3,3,1,0,1,1,11,11,0,0,0,0,1,2.4,363
24,2,0,0,0,0,0,0,0,0,,0,3,1,13,13,0,0,0,0,1,2.3,609
27,11,0,0,0,0,0,0,0,0,,0,3,2,10,5,0,1,0,0,1,3,459
25,17,1,0,0,0,0,0,1,3,3,0,4,2,11,5.5,0,0,0,0,1,3.4,614
27,6,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,1,1.9,472
26,9,0,0,0,0,0,0,1,4,4,0,1,1,4,4,0,0,0,0,1,1.8,396
24,2,0,0,0,0,0,0,2,12,6,0,0,0,0,,0,0,0,0,1,1.2,0
26,6,1,0,0,0,0,0,0,0,,0,3,2,8,4,0,0,0,0,1,2.8,623
29,3,0,0,0,0,0,0,0,0,,0,2,2,11,5.5,0,0,0,0,1,3.1,245
24,7,0,0,0,0,0,0,5,11,2.2,0,1,0,0,,0,0,0,0,1,1.1,0
25,2,0,0,0,0,0,0,0,0,,0,2,2,11,5.5,0,0,0,0,1,3.1,0
33,12,0,0,0,0,0,0,0,0,,0,2,2,12,6,0,0,0,0,1,3.2,463
29,17,7,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,638
29,1,1,0,0,0,0,0,0,0,,0,3,2,14,7,0,0,0,0,1,3.4,0
25,3,1,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,1,1.5,0
26,2,1,0,0,0,0,0,0,0,,0,2,2,8,4,0,0,0,0,1,2.8,0
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,289
27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
27,3,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,0
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,419
27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
22,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,0
25,3,0,0,0,0,0,0,1,-3,-3,0,0,0,0,,0,0,0,0,,-0.3,565
23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,567
32,3,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,,,568
25,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,571
32,17,0,0,0,0,0,0,0,0,,0,1,1,4,4,0,0,0,0,,1.4,0
26,1,0,0,0,0,0,0,2,-1,-0.5,0,0,0,0,,0,0,0,0,,-0.1,0
25,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
